# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 5 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-112057
# Timestamp: Thu, 15-Aug-2024 02:32:47
Gene ID	Gene Name	'Crohn disease' vs 'normal' .foldChange	'Crohn disease' vs 'normal'.pValue	'oligoarticular juvenile idiopathic arthritis' vs 'normal' .foldChange	'oligoarticular juvenile idiopathic arthritis' vs 'normal'.pValue	'polyarticular juvenile idiopathic arthritis' vs 'normal' .foldChange	'polyarticular juvenile idiopathic arthritis' vs 'normal'.pValue	'systemic-onset juvenile idiopathic arthritis' vs 'normal' .foldChange	'systemic-onset juvenile idiopathic arthritis' vs 'normal'.pValue	'ulcerative colitis (disease)' vs 'normal' .foldChange	'ulcerative colitis (disease)' vs 'normal'.pValue
ENSG00000136378	ADAMTS7									0.7	0.180122235917877
ENSG00000136379	ABHD17C	0.2	0.496381103960429	-0.3	0.202966128423284	-0.3	0.154032413453644	-0.1	0.796121951565178	-0.1	0.889890705147678
ENSG00000136381	IREB2	0.2	0.210569612486372	0.2	0.12769644305364	0.2	0.119899191009974	0.3	0.103123575388834	0.3	0.0188718577234712
ENSG00000136383	ALPK3	0.2	0.540513299226968			0.2	0.561551402223423	0.4	0.277750236773251	-0.1	0.753160487841427
ENSG00000136404	TM6SF1	0.6	0.00966272667418874	0.2	0.449455067694773	0.4	0.107838115850787	0.6	0.0324464824826815	0.9	5.60001754288618E-5
ENSG00000136425	CIB2	-0.4	0.0779676955271696	-0.2	0.518687300719654	-0.4	0.111530840816334	-0.4	0.308590966387148	-0.8	0.00343200950074314
ENSG00000136436	CALCOCO2	0.3	0.0100129592152585			0.1	0.222493661615091	0.2	0.132930261888361	0.3	0.0355267440186816
ENSG00000136444	RSAD1	-0.3	0.00905880214369843			-0.2	0.120222578344467	-0.3	0.0476498171117585	-0.4	8.55192115370696E-5
ENSG00000136448	NMT1			-0.1	0.500913862286772	-0.1	0.318217392183642	-0.1	0.221337459769264		
ENSG00000136449	MYCBPAP	-0.3	0.438792173361476	0.1	0.792246982544866	-0.2	0.672557930144436	-0.4	0.264554338855576	-0.3	0.575894206600856
ENSG00000136450	SRSF1	0.4	0.0278057528954358	0.2	0.451238789042312	0.3	0.201284114798313	0.4	0.107164012734187	0.7	3.9806698309183E-4
ENSG00000136451	VEZF1	0.1	0.167933559820498	0.1	0.387434406439248	0.1	0.0973289996381444	0.2	0.111725374459162	0.2	0.0299353412256516
ENSG00000136457	CHAD	-0.1	0.67364004938694	0.1	0.850074641228155	-0.3	0.193553480109535	-0.4	0.221855326827952	0.1	0.861391692282785
ENSG00000136463	TACO1					-0.1	0.297425426918646			0.1	0.66367268061745
ENSG00000136478	TEX2	0.1	0.557479660730938					0.2	0.36403510850197	0.4	0.142641986308314
ENSG00000136485	DCAF7	-0.1	0.174326069469928	-0.1	0.660325453462476	-0.1	0.0770343975802208	-0.1	0.574654452072434	-0.1	0.263433972722147
ENSG00000136490	LIMD2	0.1	0.741451188218057			-0.1	0.788295849881688				
ENSG00000136492	BRIP1	0.1	0.71570064870099	0.1	0.701252566214422			0.5	0.0847249475465102	0.2	0.503115023008401
ENSG00000136504	KAT7	-0.1	0.315279119848473	-0.1	0.510709726956342					-0.2	0.0206374236884171
ENSG00000136514	RTP4	0.2	0.523048732017399	-0.2	0.500331766097274	0.1	0.767733806963093	0.4	0.392133439766657		
ENSG00000136518	ACTL6A	-0.1	0.268088768958197			-0.1	0.666316642058767			-0.1	0.515599790277162
ENSG00000136521	NDUFB5	0.2	0.156927603505923			0.1	0.654286997463515			0.3	0.0898748493185588
ENSG00000136522	MRPL47	0.2	0.165832709414039			0.1	0.672863974032815	0.1	0.602933322524652	0.2	0.154378865704857
ENSG00000136527	TRA2B			0.1	0.50980253502136			0.1	0.566908397723159		
ENSG00000136531	SCN2A	0.1	0.893723093643434					0.6	0.215575898544352	-0.1	0.841123791910709
ENSG00000136536	MARCHF7	0.6	0.00334414010401633	0.3	0.0544675558062192	0.4	0.00711367354098012	0.6	0.00490234788598877	0.7	1.03334396389563E-5
ENSG00000136541	ERMN	-0.2	0.439604789770579	-0.1	0.689606131281861	0.3	0.339653768957944			-0.4	0.265756877734922
ENSG00000136542	GALNT5	0.1	0.765081576558626					0.2	0.812703758559267	0.1	0.905357359256793
ENSG00000136560	TANK	0.5	0.00325845764425543	0.2	0.153669661542028	0.4	0.00969177304362761	0.7	0.00320337103608307	0.6	6.34465071618847E-6
ENSG00000136573	BLK	-0.3	0.296694493480957			-0.2	0.375316127107483	0.1	0.712905373384614	-0.3	0.274680620459375
ENSG00000136603	SKIL	0.4	0.0402885934647461	0.4	0.0833735084631818	0.4	0.0251114378090748	0.8	0.00206363847617574	0.7	0.00100949552590395
ENSG00000136628	EPRS1	-0.1	0.445844888623137			-0.1	0.683447364032405			-0.1	0.278926588808641
ENSG00000136630	HLX	0.6	0.0184532439419426	0.1	0.690640044265857	0.3	0.335227165611562	0.6	0.0870449562344308	0.7	0.00706687685475346
ENSG00000136631	VPS45	-0.1	0.446382237545727	-0.1	0.234180958256728	-0.1	0.39509881447115	-0.2	0.275659557697859	-0.1	0.412027089818234
ENSG00000136634	IL10	0.3	0.368648430357723			0.2	0.635018235948087	0.4	0.329540812653887	1.4	0.00259569719493059
ENSG00000136636	KCTD3	0.2	0.101804367330895	0.1	0.707445677330175	0.1	0.479305950313093	0.2	0.381604035522812	0.5	0.0112838220724938
ENSG00000136643	RPS6KC1									0.1	0.706203915752578
ENSG00000136682	CBWD2	0.1	0.605589485280938	0.1	0.845091569156158	0.2	0.250954944490192	0.1	0.523856883644305	0.1	0.569323288479511
ENSG00000136689	IL1RN	0.6	0.0270598386920302			0.3	0.191226270359337	0.9	0.0168247027138888	0.9	0.0042695804491338
ENSG00000136694	IL36A			0.1	0.730151574540942					-0.2	0.761871201645752
ENSG00000136699	SMPD4	-0.4	0.00194826712686181	-0.1	0.522028187536264	-0.3	0.0319440120950023	-0.3	0.0757451722039259	-0.4	9.66850453216656E-4
ENSG00000136709	WDR33	-0.1	0.142452927814087							-0.1	0.0688143817474498
ENSG00000136710	CCDC115	-0.1	0.570109136447475	-0.1	0.301585766534961	-0.1	0.101528537348797	-0.2	0.207493235378513	-0.2	0.111974940303011
ENSG00000136715	SAP130	0.1	0.386464667493025			0.1	0.421287680403081	0.1	0.549316891543034		
ENSG00000136717	BIN1	-0.3	0.09390843707572			-0.3	0.16238842194128	-0.3	0.224309609759483	-0.6	0.00643046529290209
ENSG00000136718	IMP4	-0.2	0.173107259376648	-0.1	0.534149324592491	-0.2	0.0267389309011413	-0.2	0.122310264822247	-0.2	0.0147026755695123
ENSG00000136720	HS6ST1	-0.3	0.0187896473178	-0.3	0.0456085374432907	-0.4	0.00310156177745972	-0.5	0.00810372926383872	-0.4	0.0103383601062962
ENSG00000136731	UGGT1	0.1	0.320357099188999	0.1	0.613134240296725	0.1	0.268039155081507	0.1	0.308626113017097	0.1	0.184200513072303
ENSG00000136732	GYPC	0.6	0.0572145827720134	0.2	0.498202010314619	0.2	0.444705346697568	0.5	0.253217392074648	0.8	0.0245576650419549
ENSG00000136738	STAM	0.2	0.040569425164391	0.1	0.25358554373712	0.1	0.356402075130587	0.2	0.0730573271698436	0.3	5.91189293055776E-4
ENSG00000136754	ABI1	0.4	0.00196392706002869	0.2	0.147589784998302	0.3	0.0128430278162144	0.5	0.003711659939384	0.6	1.80675233294493E-5
ENSG00000136758	YME1L1	0.2	0.0557690919348788	0.1	0.326398690892433	0.1	0.157957220338353	0.2	0.0520189839219213	0.3	2.05940066075159E-4
ENSG00000136770	DNAJC1	0.1	0.576397545432003	-0.3	0.0697546151147667	-0.2	0.0625724709763101	-0.2	0.174593072796294	-0.1	0.503117280365135
ENSG00000136783	NIPSNAP3A	0.3	0.0683449231595317	0.1	0.760373827469905	0.1	0.459430664684621	0.1	0.34280021898649	0.4	0.0131994757060369
ENSG00000136802	LRRC8A	-0.2	0.172591071078972	-0.2	0.134823748289681	-0.3	0.025640699098555	-0.2	0.0719206580649059	-0.3	0.0174882060611716
ENSG00000136807	CDK9	-0.1	0.360373559391103	-0.1	0.187336952859809	-0.2	0.168391153398397	-0.1	0.358011575951006	-0.1	0.146830442745034
ENSG00000136810	TXN	0.9	8.51857609568485E-4			0.4	0.120461732680821	0.6	0.0401527211285762	1.3	6.60009390753933E-6
ENSG00000136811	ODF2	-0.3	0.00290449139405814	-0.2	0.0999630100338651	-0.2	0.100361934571233	-0.2	0.0627912074826246	-0.4	1.43991322158157E-5
ENSG00000136813	ECPAS			-0.1	0.49646889500868	-0.1	0.521429758795396			0.2	0.21096174094517
ENSG00000136816	TOR1B	0.2	0.385313078467892	-0.1	0.744835923287116	0.2	0.327968009795059	0.5	0.132947856323042	0.2	0.417250023935329
ENSG00000136819	C9orf78	0.1	0.751633619551907	-0.4	0.0624836777160405	-0.1	0.798358061351722	0.5	0.230041219751745	0.3	0.439239274472437
ENSG00000136824	SMC2	-0.1	0.506336154813298	0.1	0.576611766688155	-0.1	0.730889660962329	0.1	0.720143373262823	-0.1	0.724533659666668
ENSG00000136826	KLF4			-0.2	0.517969336659401	-0.1	0.440952418105923	-0.2	0.346652010925189	-0.1	0.745197214192198
ENSG00000136827	TOR1A	0.3	0.0101473563044032			0.2	0.195911946736184	0.3	0.0531118241165659	0.5	0.00217045957130611
ENSG00000136828	RALGPS1	-0.3	0.0780901900005845	-0.1	0.643874952857744			-0.1	0.69617427961677	-0.3	0.148435264252576
ENSG00000136830	NIBAN2	0.2	0.260206745652195					0.1	0.876001101781885	0.5	0.0750329757693252
ENSG00000136840	ST6GALNAC4	0.3	0.306631111906468	0.1	0.644296538379749			0.4	0.271060527096279	0.5	0.0817502880351509
ENSG00000136842	TMOD1	0.7	0.0408943157955379	0.1	0.745214979036197	0.3	0.320078067155239	1.1	0.0103134224037914	1.3	0.00197593146799296
ENSG00000136848	DAB2IP	-0.7	0.0251234619335511	-0.5	0.057641416686889	-0.6	0.0442873756018745	-0.6	0.130381789986283	-1.6	1.64037972770928E-6
ENSG00000136854	STXBP1			0.1	0.781806648939213			-0.1	0.641221743409406		
ENSG00000136856	SLC2A8	-0.2	0.267113346596753	-0.3	0.0875823750507001	-0.4	0.0179595043752475	-0.6	0.0119393188302644	-0.5	0.0178262903276516
ENSG00000136861	CDK5RAP2					-0.1	0.118002353504716	0.1	0.654534145102392	0.4	0.0848294388673334
ENSG00000136866	ZFP37	-0.4	0.0815303833433746	-0.2	0.634133792975619	-0.3	0.244293197691842	-0.6	0.0219246324867131	-0.5	0.0758214377459577
ENSG00000136867	SLC31A2	0.2	0.511969709321164	-0.1	0.869868154262805	0.1	0.669598655345743	0.5	0.167981114919107	0.3	0.304006755561792
ENSG00000136868	SLC31A1	0.2	0.144357540225705			0.1	0.642504483329659	0.3	0.0503394305787053	0.4	0.0433743672254528
ENSG00000136869	TLR4	0.8	0.00366652063130105	0.2	0.439333710231236	0.5	0.0627753013655808	0.8	0.00828474411709779	1.2	2.93092888818128E-5
ENSG00000136872	ALDOB									-0.2	0.704745044939675
ENSG00000136874	STX17	-0.1	0.602009250711228	0.1	0.527311512168299			0.1	0.551313759610176	-0.2	0.316008204148069
ENSG00000136875	PRPF4	-0.1	0.182207801198494	-0.1	0.504803192838038	-0.1	0.457787745945878	-0.1	0.518628433271441	-0.1	0.464202755886952
ENSG00000136877	FPGS	-0.3	0.0734091682429468	-0.1	0.536700195024177	-0.3	0.05979993835577	-0.3	0.0572801819676092	-0.4	0.00385921858851244
ENSG00000136878	USP20	-0.3	0.0455966724571257			-0.2	0.36190073097175	-0.2	0.252128134350551	-0.3	0.0155621519710174
ENSG00000136888	ATP6V1G1	0.3	0.00641433055905995	0.1	0.356229373980092	0.2	0.183873946651219	0.2	0.0956946027643258	0.3	0.0284248677892428
ENSG00000136891	TEX10	-0.1	0.22034753430073	0.1	0.741630178898919	-0.1	0.664376954665464	-0.1	0.664550098050302	-0.1	0.426811430020889
ENSG00000136895	GARNL3	-0.3	0.230514145037792	-0.1	0.810272537527363	-0.1	0.855124752217556	-0.3	0.398438272516682	-0.4	0.236602200771549
ENSG00000136897	MRPL50	-0.1	0.546800464192017	0.1	0.679572555220637			-0.1	0.753579960223963	-0.1	0.64113798530591
ENSG00000136908	DPM2	0.2	0.463964603566824	-0.1	0.788313728397716	-0.1	0.672863974032815	0.3	0.416445710233985	0.3	0.282592108515866
ENSG00000136925	TSTD2	-0.3	0.0586762937769588			-0.1	0.444533888862117	-0.1	0.612514555287214	-0.3	0.0734335650020984
ENSG00000136929	HEMGN	0.6	0.042898357804282	0.2	0.515655268422896	0.3	0.187772140230555	0.8	0.0184476853747531	0.8	0.0363706265878898
ENSG00000136930	PSMB7	0.1	0.223063979149801	-0.1	0.167929929883244	-0.1	0.386148461234486			0.2	0.107483203415072
ENSG00000136931	NR5A1									-0.1	0.923701963830828
ENSG00000136932	TRMO	0.1	0.444230747744689			0.1	0.1700063251519	0.1	0.291564981043542		
ENSG00000136933	RABEPK			-0.1	0.751345045229124					0.1	0.462565757377996
ENSG00000136935	GOLGA1	-0.1	0.326160864201396	-0.1	0.340682394649582						
ENSG00000136936	XPA					-0.1	0.502698163638657			-0.2	0.241168244869717
ENSG00000136937	NCBP1	-0.2	0.0596476264772988			-0.1	0.549426771139419	-0.1	0.679024923539176	-0.1	0.345629314803402
ENSG00000136938	ANP32B	0.1	0.489982650154555					0.1	0.532186820070502	0.1	0.3767608742451
ENSG00000136940	PDCL	0.1	0.379532781942697	0.1	0.513929489799004			0.1	0.392339945482596	0.1	0.365389070349743
ENSG00000136942	RPL35	-0.1	0.661380221066765	-0.1	0.751797174027029	-0.2	0.36953069743689	-0.2	0.555987347701736	-0.3	0.162411880158665
ENSG00000136943	CTSV	0.1	0.823283066824112							-0.1	0.831018755482193
ENSG00000136950	ARPC5L	-0.1	0.556841132935658	-0.2	0.0566961402325905	-0.3	0.0186868443302938	-0.2	0.166727417742885	-0.2	0.0614253550974004
ENSG00000136960	ENPP2	-0.4	0.0837388846892394	-0.1	0.868162304606603	-0.2	0.264709825675315	-0.2	0.640371570021863	-0.4	0.136970682504109
ENSG00000136982	DSCC1	0.2	0.563503736312334	0.1	0.715503343191343	0.1	0.71165576762548	0.6	0.171631834519149	0.6	0.111198022202872
ENSG00000136986	DERL1					-0.1	0.46414593577327				
ENSG00000136997	MYC	-0.1	0.653751971787003	0.2	0.483094236979424			0.1	0.808521283501838	-0.2	0.389764269959831
ENSG00000136999	CCN3	0.4	0.222266282896363	0.2	0.644303259969165	0.6	0.050285711916361	0.3	0.38096198832345	0.2	0.709591864269309
ENSG00000137038	DMAC1	-0.2	0.0916886905747863	-0.1	0.534149324592491	-0.2	0.114000322367318	-0.2	0.310045850235148	-0.3	0.0687484009080207
ENSG00000137040	RANBP6	-0.1	0.625637801832363	0.2	0.143573354479007	0.1	0.662625219994112				
ENSG00000137054	POLR1E	-0.2	0.101396319487192	-0.1	0.688026452112641	-0.2	0.0912561682225823	-0.2	0.313134291006991	-0.5	0.0165631312874374
ENSG00000137055	PLAA	0.1	0.15109026913567			0.1	0.342291937491936	0.1	0.452583461124562	0.2	0.0222669875358255
ENSG00000137070	IL11RA	-0.5	0.00942610014802342			-0.1	0.811504332494938	-0.5	0.0551721644912236	-0.7	0.00957284191976704
ENSG00000137073	UBAP2	-0.3	0.00662657437334942	-0.1	0.501162675893266	-0.2	0.110804909401234	-0.2	0.103247569684354	-0.5	3.49942216039506E-4
ENSG00000137074	APTX	-0.1	0.577076031254625	-0.1	0.614982388986532	-0.1	0.331547916092439	-0.1	0.71551719157803	-0.1	0.597371784333837
ENSG00000137075	RNF38	0.2	0.0583164209030251	0.1	0.315429098074967	0.2	0.0709775967782945	0.3	0.0249135847748236	0.3	2.13269005572751E-4
ENSG00000137076	TLN1	0.3	0.0768531002167091			0.1	0.437641642225306	0.3	0.125776670650046	0.4	0.00403107156767031
ENSG00000137078	SIT1	-0.2	0.366488024535245	-0.1	0.859138849488144	-0.2	0.388580294488635	-0.2	0.379484634554215	-0.3	0.254110709906088
ENSG00000137094	DNAJB5			0.1	0.895105668874136	0.3	0.333587683547808	0.7	0.0289869337006942	-0.2	0.460637733119871
ENSG00000137098	SPAG8	-0.5	0.0229056227407658	-0.2	0.624618426936258	-0.2	0.339143741191883	-0.6	0.0264542945336171	-0.5	0.093266567976395
ENSG00000137100	DCTN3	0.1	0.505769966687848	-0.2	0.0864584050746372	-0.1	0.279372824992079			0.1	0.320598962418238
ENSG00000137101	CD72	-0.2	0.410152576321665			-0.1	0.583629462251325			-0.3	0.295937471654919
ENSG00000137103	TMEM8B	-0.6	0.00199842437516238	-0.2	0.153960880981692	-0.3	0.0226181643736404	-0.6	0.00333602152265801	-0.7	3.44706141851942E-7
ENSG00000137106	GRHPR	0.1	0.728728535657049			-0.1	0.702085046865369	-0.2	0.389017073926391		
ENSG00000137124	ALDH1B1	-0.1	0.48075259850792	-0.1	0.562446271903174	-0.3	0.08434231298488	-0.2	0.292846003509435	-0.3	0.102348150503666
ENSG00000137133	HINT2	-0.6	0.0620864138491935	-0.2	0.581434890414148	-0.2	0.581092983697591	-0.4	0.312525282746134	-0.5	0.210584506083108
ENSG00000137135	ARHGEF39	-0.3	0.183331758083682	-0.2	0.506965281392822	-0.1	0.679752968925883	-0.3	0.348013571096643	-0.5	0.110376588590993
ENSG00000137145	DENND4C	-0.2	0.431331016717327	0.1	0.713680484225047			-0.1	0.857594423140371	-0.3	0.143131468940844
ENSG00000137154	RPS6	0.1	0.547649807460126	0.2	0.357591132376053	0.1	0.660373408926612	0.1	0.746383755232791		
ENSG00000137161	CNPY3	0.1	0.500666282383395	-0.2	0.113629212461398	-0.1	0.775411434640485			0.2	0.185315992349242
ENSG00000137166	FOXP4	-0.3	0.0318989611665699	-0.3	0.131642728707954	-0.5	0.00138898968554974	-0.5	0.0282358683492295	-0.4	0.018111917172364
ENSG00000137168	PPIL1	-0.1	0.456247181265215							-0.1	0.726509352048778
ENSG00000137171	KLC4	-0.2	0.149481585155278	-0.1	0.380273363430639	-0.1	0.180863662561612	-0.1	0.401267951204543	-0.2	0.0453089097767865
ENSG00000137177	KIF13A	0.6	0.0038768713075536	0.1	0.594980507179027	0.5	0.0411891498816849	0.5	0.0410788426890631	0.8	9.56484795046155E-5
ENSG00000137185	ZSCAN9	-0.2	0.0491780812471677	-0.2	0.134518032121582	-0.2	0.218742305609181	-0.3	0.0228915135724242	-0.4	0.0018704453630263
ENSG00000137193	PIM1	0.4	0.00798608550774198	0.1	0.608918572936888	0.1	0.201284114798313	0.5	0.0402996130493387	0.5	4.90779360725366E-4
ENSG00000137198	GMPR	0.9	0.00864658101831378	0.2	0.660325453462476	0.4	0.134646088097099	1.2	0.00529895953576366	1.3	4.77983112940466E-4
ENSG00000137200	CMTR1	-0.1	0.304762574164033					0.1	0.671560646837576	-0.3	0.183246245256755
ENSG00000137207	YIPF3	0.4	0.0251002679677165			0.2	0.382276660992946	0.4	0.11422693448538	0.4	0.0136517647718291
ENSG00000137210	TMEM14B	0.2	0.24714286593798	0.1	0.448515915496605	0.1	0.46739598018465	0.2	0.44088571102629	0.2	0.201643367698228
ENSG00000137216	TMEM63B	0.2	0.237680224994031					0.2	0.461696627582699	0.4	0.0228038905174733
ENSG00000137218	FRS3	-0.3	0.0313767175351909	-0.2	0.438542497685377	-0.3	0.0728911223013399	-0.3	0.140719971238475	-0.3	0.0476183266099773
ENSG00000137221	TJAP1	-0.4	0.00247809477142529	-0.2	0.130060054364632	-0.2	0.0295522196926749	-0.3	0.0194709937254017	-0.5	5.81036079568455E-7
ENSG00000137225	CAPN11	0.7	0.0583555770740995					0.9	0.0497168355134416	1.5	0.00139440083740958
ENSG00000137261	KIAA0319	0.4	0.197977043604473	0.1	0.814933560508916	0.5	0.0755851837385884	0.4	0.232372977277959	0.5	0.139410374656566
ENSG00000137265	IRF4			0.2	0.534576412308619			0.1	0.866067145564351	0.2	0.472201291755023
ENSG00000137266	SLC22A23	-0.2	0.3896685237792	0.1	0.579344845984363			-0.1	0.700394007212388	-0.2	0.245221755459956
ENSG00000137267	TUBB2A	0.2	0.609579786652105			0.1	0.713777895476582	0.8	0.121482303719277	0.1	0.849830565074026
ENSG00000137269	LRRC1	-0.3	0.145188587777615			-0.1	0.715319626122021	-0.2	0.538569504020758	-0.4	0.0538916799775984
ENSG00000137270	GCM1	0.4	0.20278481268199	0.1	0.737799530689105	0.4	0.140315869290603	0.8	0.0724424620976797	0.1	0.793159101769666
ENSG00000137274	BPHL	-0.3	0.0380204897228097			-0.1	0.450488499214778	-0.2	0.205828968768035	-0.4	0.061010986655949
ENSG00000137275	RIPK1	0.1	0.349742074516591	-0.1	0.41004029150079			0.2	0.251848276449368		
ENSG00000137288	UQCC2	-0.2	0.18162523091934			-0.1	0.420953801040653	-0.2	0.386218915264568	-0.3	0.00258756932713699
ENSG00000137309	HMGA1	-0.1	0.665166282179129	-0.1	0.745107358349978	-0.2	0.166136759230688			-0.1	0.356825108670339
ENSG00000137310	TCF19	-0.2	0.207901119647567	-0.1	0.777161661023286	-0.3	0.0796253369403586			-0.2	0.473275672442884
ENSG00000137312	FLOT1	0.5	0.0261276775113235			0.2	0.467140204012468	0.7	0.032291327283923	1.0	7.73998602140026E-4
ENSG00000137331	IER3	0.7	0.00650153647311846	0.3	0.255714803838855	0.5	0.0850591270043899	0.8	0.0149803000926251	0.8	0.00726068382998592
ENSG00000137337	MDC1	-0.5	0.00143629990851153	-0.2	0.425571543783805	-0.2	0.11811017372463	-0.3	0.0732944563165705	-0.6	8.17844011730206E-5
ENSG00000137338	PGBD1	-0.2	0.423712316660484	0.2	0.522501291775604	0.1	0.81356532090051	-0.1	0.802032091097769	-0.3	0.283495139592155
ENSG00000137343	ATAT1	-0.5	0.00504517489944706	-0.1	0.624814160150023	-0.1	0.749899054472548	-0.3	0.179170861692951	-0.5	0.00397136057042415
ENSG00000137364	TPMT	0.1	0.783697822852916	-0.1	0.565675283831482	-0.1	0.557232053776287	-0.1	0.545643586221735	0.1	0.831585463332308
ENSG00000137393	RNF144B	0.7	0.00995852979704837	0.1	0.713125938223179	0.4	0.0840931449499786	0.9	0.0132019762954864	0.8	0.00208424859377711
ENSG00000137404	NRM	0.2	0.202848448718765	-0.2	0.216438897080821			0.2	0.335146305418011	0.3	0.0413303802357416
ENSG00000137409	MTCH1	0.1	0.302391247286217			0.1	0.427522768597616	0.1	0.632818702120857	0.1	0.456687271044578
ENSG00000137411	VARS2	-0.3	0.0482150425887107	0.1	0.801696299654322	-0.2	0.327353054036353	-0.2	0.448959090622889	-0.2	0.13032963188413
ENSG00000137413	TAF8	0.2	0.281620000873614	0.1	0.684653681199972	0.1	0.499225673118324	0.3	0.116534865627054	0.1	0.353703910367912
ENSG00000137414	FAM8A1	0.7	0.00261877405995136	0.3	0.201647208382413	0.6	0.00478088267198627	0.9	0.00584998997048323	0.8	5.16919104868018E-4
ENSG00000137434	C6orf52									0.2	0.7461226441498
ENSG00000137441	FGFBP2	-0.6	0.0492425270556883	-0.8	4.18831881981564E-4	-0.9	6.76430642018136E-4	-1.1	9.79435608456481E-4	-1.5	4.5884950473195E-6
ENSG00000137449	CPEB2	0.5	0.0455233831119085	0.3	0.225159049161888	0.5	0.0229163407416185	0.7	0.00809347381540489	0.6	0.00337149826556213
ENSG00000137460	FHDC1	0.6	0.0390936213523712	0.2	0.431684533959128	0.4	0.0700224483373507	0.9	0.00810372926383872	0.3	0.249862140745438
ENSG00000137462	TLR2	0.9	0.00272171980316666	0.2	0.490708104793772	0.7	0.0114789997785651	1.1	0.00314806160591027	1.1	1.03268328807602E-4
ENSG00000137474	MYO7A	0.3	0.207749832799309	0.2	0.558534965418173	0.2	0.38187169964624	0.3	0.423506840336231	0.8	0.0178029731965367
ENSG00000137478	FCHSD2	0.2	0.0669668474260481	0.1	0.286259143205597	0.1	0.223421839217779	0.2	0.0682924246063875	0.2	0.116932274773488
ENSG00000137486	ARRB1	-0.1	0.421870639297909	-0.2	0.195065547441532	-0.2	0.0547999620519408	-0.3	0.0212262440070934	-0.2	0.215609973405766
ENSG00000137491	SLCO2B1	0.3	0.557019097840322							0.4	0.580421249008229
ENSG00000137494	ANKRD42					0.1	0.603702372385455			0.1	0.473469312143661
ENSG00000137496	IL18BP	-0.3	0.0179743007268313	-0.2	0.136372839792233	-0.2	0.0802510350657821	-0.4	0.0122347994588531	-0.7	3.37019151903029E-5
ENSG00000137497	NUMA1	-0.4	0.00100476880980081	-0.1	0.468862005545832	-0.3	0.068779593529739	-0.3	0.0223000364708587	-0.5	1.05898202162512E-4
ENSG00000137500	CCDC90B	0.1	0.472495720662337	0.1	0.61016369402886	0.1	0.340599807091854	0.1	0.290982377559495	0.1	0.329076446403863
ENSG00000137501	SYTL2	-0.6	0.00580868477771496	-0.4	0.0396626066687713	-0.5	0.0113725456446235	-0.7	0.0101721269367823	-1.3	8.47408155323089E-7
ENSG00000137502	RAB30			0.3	0.113629212461398			0.3	0.313898857538129		
ENSG00000137504	CREBZF	-0.1	0.614142132948648	0.3	0.199551046055084	0.1	0.570973106422751			-0.1	0.471157132187315
ENSG00000137507	LRRC32	0.3	0.426049684253476	0.1	0.91281059370212	0.2	0.498987612952936	0.3	0.346694656857665	0.3	0.472527375997586
ENSG00000137509	PRCP	0.4	0.00492056392183169			0.2	0.170399959037999	0.3	0.100823963619759	0.6	4.1418060230999E-4
ENSG00000137513	NARS2			0.2	0.431565647817846						
ENSG00000137522	RNF121	-0.1	0.314711280455351	-0.1	0.309684161470994	-0.1	0.132469468544023	-0.2	0.0503394305787053	-0.2	0.113566523170591
ENSG00000137547	MRPL15			-0.1	0.540959695840754	-0.2	0.185587078016193	-0.1	0.648678981391345		
ENSG00000137563	GGH	0.6	0.0160707855472398	0.3	0.357591132376053	0.2	0.455998140942298	0.5	0.0874764332726087	1.1	5.33911077940375E-4
ENSG00000137571	SLCO5A1			0.1	0.895105668874136	-0.2	0.570233901098012	0.2	0.707762378776714	0.1	0.835461891909656
ENSG00000137574	TGS1	0.1	0.77994066485447	0.1	0.799360164518239					-0.1	0.266985749344233
ENSG00000137575	SDCBP	0.8	0.00143629990851153	0.2	0.489312701669474	0.5	0.0397126334188506	0.8	0.0109897094672544	1.2	5.17991248480942E-6
ENSG00000137601	NEK1	-0.1	0.479628060316923	0.1	0.783661540015129	-0.1	0.575773594822316	-0.1	0.678715544170784	-0.1	0.432865626486223
ENSG00000137628	DDX60			-0.1	0.717897912031641	0.3	0.360661817942593	0.6	0.136632767317092	-0.5	0.122192979581717
ENSG00000137642	SORL1	0.5	0.0377653496038025	0.2	0.453217262719309	0.4	0.108160899117487	0.7	0.0119152961402856	0.7	0.00200463813658974
ENSG00000137656	BUD13			-0.1	0.309684161470994						
ENSG00000137672	TRPC6	-0.1	0.869777922536561			0.1	0.870206526686642	-0.4	0.283394752395486	0.2	0.725132072504135
ENSG00000137692	DCUN1D5	0.2	0.0425353252423642	0.2	0.143145827324813	0.1	0.70685389234865	0.1	0.319565769681381	0.2	0.112126892472125
ENSG00000137700	SLC37A4	-0.4	0.00271425518067973	-0.1	0.655274140219055	-0.2	0.148189559465439	-0.3	0.0205862231300153	-0.4	0.00477429134141037
ENSG00000137710	RDX	0.1	0.460211847972084	0.1	0.611467835343491			0.1	0.55207568499692	0.4	0.01634347228399
ENSG00000137713	PPP2R1B			0.1	0.545564420807391			0.1	0.748585020415692	0.1	0.478194376099091
ENSG00000137714	FDX1	0.1	0.412844839599866	0.1	0.655274140219055					0.1	0.505414413590612
